年份,序号,采购人,合同名称,ML预测,Claude判断,一致
2014,395,九龙坡区实验幼儿园,九龙坡区实验幼儿园风雨棚加盖、沙驰整改合同,协调能力,协调能力,✓
2014,396,九龙坡区实验幼儿园,九龙坡区实验幼儿园暑期维修工程合同,协调能力,协调能力,✓
2014,397,九龙坡区石板镇小学,重庆市购销合同,协调能力,协调能力,✓
2014,398,九龙坡区石板镇小学,重庆市购销合同,协调能力,协调能力,✓
2014,399,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购图书合同,协调能力,协调能力,✓
2014,400,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购户外体育器械柜子合同,协调能力,协调能力,✓
2014,401,九龙坡区石板镇小学,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,402,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购笔记本电脑合同,协调能力,协调能力,✓
2014,403,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购户外体育玩具合同,协调能力,协调能力,✓
2014,404,九龙坡区职业教育中心(中梁山矿务学校),软件平台,协调能力,协调能力,✓
2014,405,九龙坡区职业教育中心(中梁山矿务学校),文件柜,协调能力,协调能力,✓
2014,406,九龙坡区石板镇小学,重庆市九龙坡区图书采购合同,协调能力,协调能力,✓
2014,407,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购相机、镜头、闪光灯合同,协调能力,协调能力,✓
2014,408,九龙坡区职业教育中心(中梁山矿务学校),联想激光打印机,协调能力,协调能力,✓
2014,409,九龙坡区石板镇小学,重庆市政府采购购销合同,协调能力,协调能力,✓
2014,410,九龙坡区职业教育中心(中梁山矿务学校),电子与信息技术竞赛设备,协调能力,协调能力,✓
2014,411,区科学技术协会,科普设备购销合同（观音桥村）,协调能力,协调能力,✓
2014,412,九龙坡区石板镇小学,重庆市购销合同,协调能力,协调能力,✓
2014,413,九龙坡区石板镇小学,重庆市九龙坡区图书采购合同,协调能力,协调能力,✓
2014,414,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购蒸饭车合同,协调能力,协调能力,✓
2014,415,九龙坡区石板镇小学,重庆市政府采购合同,协调能力,协调能力,✓
2014,416,九龙坡区职业教育中心(中梁山矿务学校),格力3P冷暖柜机（补充）,协调能力,协调能力,✓
2014,417,九龙坡区职业教育中心(中梁山矿务学校),监控设备,协调能力,协调能力,✓
2014,418,九龙坡区石板镇小学,重庆市政府采购合同,协调能力,协调能力,✓
2014,419,九龙坡区石板镇小学,维修工程合同,协调能力,协调能力,✓
2014,420,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购床上用品合同,协调能力,协调能力,✓
2014,421,九龙坡区含谷镇小学,含谷小学图书采购合同,协调能力,协调能力,✓
2014,422,九龙坡区含谷镇小学,重庆市政府采购购销合同,协调能力,协调能力,✓
2014,423,九龙坡区发展和改革委员会,西彭聚居区污水管网工程可研评估,协调能力,协调能力,✓
2014,424,九龙坡区发展和改革委员会,西彭铝产业区观江路道路工程可研评估,协调能力,协调能力,✓
2014,425,区科学技术协会,办公桌,协调能力,协调能力,✓
2014,426,九龙坡区田坝小学,Led灯,协调能力,协调能力,✓
2014,427,九龙坡区职业教育中心(中梁山矿务学校),汽车设备,协调能力,协调能力,✓
2014,428,区科学技术协会,科普设备购销合同（劳动三村）,协调能力,协调能力,✓
2014,429,九龙坡区职业教育中心(中梁山矿务学校),钳工平台,协调能力,协调能力,✓
2014,430,九龙坡区田坝小学,办公桌椅,协调能力,协调能力,✓
2014,431,九龙坡区田坝小学,科技教学设备,协调能力,协调能力,✓
2014,432,九龙坡区含谷镇小学,含谷小学音乐器材采购合同,协调能力,协调能力,✓
2014,433,区科学技术协会,老科协食品安全科普活动,协调能力,协调能力,✓
2014,434,区科学技术协会,电脑一台,协调能力,协调能力,✓
2014,435,九龙坡区含谷镇小学,含谷小学办公设备采购合同,协调能力,协调能力,✓
2014,436,九龙坡区田坝小学,摄像头,协调能力,协调能力,✓
2014,437,九龙坡区含谷镇小学,含谷小学空调采购合同,协调能力,协调能力,✓
2014,438,九龙坡区含谷镇小学,含谷小学幼儿园维修合同,协调能力,协调能力,✓
2014,439,九龙坡区职业教育中心(中梁山矿务学校),设备,协调能力,协调能力,✓
2014,440,九龙坡区含谷镇小学,含谷小学课桌采购合同,协调能力,协调能力,✓
2014,441,九龙坡区田坝小学,卫生器材,协调能力,协调能力,✓
2014,442,九龙坡区田坝小学,投影仪,协调能力,协调能力,✓
2014,443,九龙坡区含谷镇小学,含谷小学科学实验室装修合同,协调能力,协调能力,✓
2014,444,区科学技术协会,理科学会购买服务合同,协调能力,协调能力,✓
2014,445,区科学技术协会,老科协防震减灾科普活动,协调能力,协调能力,✓
2014,446,九龙坡区田坝小学,楼顶防水,协调能力,协调能力,✓
2014,447,区科学技术协会,渝中花园青少年科学工作室科普设备,协调能力,协调能力,✓
2014,448,九龙坡区田坝小学,劳技器材,协调能力,协调能力,✓
2014,449,九龙坡区职业教育中心(中梁山矿务学校),三维打印机（增补）,协调能力,协调能力,✓
2014,450,九龙坡区田坝小学,电子白板,协调能力,协调能力,✓
2014,451,区科学技术协会,科普设备购销合同（九龙花园）,协调能力,协调能力,✓
2014,452,九龙坡区田坝小学,理光复印机,协调能力,协调能力,✓
2014,453,九龙坡区田坝小学,空调,协调能力,协调能力,✓
2014,454,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,455,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,456,九龙坡区和平小学,多媒体,协调能力,协调能力,✓
2014,457,九龙坡区和平小学,课桌椅,协调能力,协调能力,✓
2014,458,九龙坡区白市驿镇二小,施工合同,协调能力,协调能力,✓
2014,459,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,460,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,461,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,462,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,463,共青团山丹县委,共青团山丹县委办公用品,协调能力,协调能力,✓
2014,464,九龙坡区和平小学,广播系统,协调能力,协调能力,✓
2014,465,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,466,九龙坡区白市驿镇二小,施工合同,协调能力,协调能力,✓
2014,467,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,468,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,469,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,470,九龙坡区和平小学,办公家具,协调能力,协调能力,✓
2014,471,九龙坡区和平小学,图书,协调能力,协调能力,✓
2014,472,九龙坡区和平小学,机房布线装修,协调能力,协调能力,✓
2014,473,九龙坡区和平小学,办公电脑,协调能力,协调能力,✓
2014,474,九龙坡区和平小学,数学科学仪器,协调能力,协调能力,✓
2014,475,九龙坡区和平小学,图书,协调能力,协调能力,✓
2014,476,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,477,九龙坡区和平小学,科技卫生器材,协调能力,协调能力,✓
2014,478,区驿都实验学校(区白市驿镇一小),书籍购销合同,协调能力,协调能力,✓
2014,479,九龙坡区和平小学,音体美器材,协调能力,协调能力,✓
2014,480,九龙坡区白市驿镇二小,购销合同,协调能力,协调能力,✓
2014,481,九龙坡区和平小学,劳技器材,协调能力,协调能力,✓
2014,482,区驿都实验学校(区白市驿镇一小),重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,483,区驿都实验学校(区白市驿镇一小),重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,484,九龙坡区白市驿镇二小,施工合同,协调能力,协调能力,✓
2014,485,重庆市一一一中学校,重庆市一一一中学校窗帘采购合同,协调能力,协调能力,✓
2014,486,九龙坡区含谷镇小学,含谷小学体育器材采购合同,协调能力,协调能力,✓
2014,487,重庆市一一一中学校,重庆市一一一中学校电梯购销合同,协调能力,协调能力,✓
2014,488,重庆市一一一中学校,重庆市一一一中学多媒体、班班通、触屏电视购销合同,协调能力,协调能力,✓
2014,489,重庆市一一一中学校,重庆市一一一中学空调购销合同,协调能力,协调能力,✓
2014,490,重庆市一一一中学校,重庆市一一一中学教学及办公家具购销合同,协调能力,协调能力,✓
2014,491,九龙坡区新凤小学校,功能室设备一批,协调能力,协调能力,✓
2014,492,九龙坡区新凤小学校,办公桌椅,协调能力,协调能力,✓
2014,493,中共重庆市九龙坡区委老干部局,相机,协调能力,协调能力,✓
2014,494,中共重庆市九龙坡区委老干部局,电脑,协调能力,协调能力,✓
2014,495,中共重庆市九龙坡区委老干部局,投影仪,协调能力,协调能力,✓
2014,496,中共重庆市九龙坡区委老干部局,LED照明设备,协调能力,协调能力,✓
2014,497,中共重庆市九龙坡区委老干部局,碎纸机,协调能力,协调能力,✓
2014,498,中共重庆市九龙坡区委老干部局,助听器,协调能力,协调能力,✓
2014,499,九龙坡区新凤小学校,体育器材,协调能力,协调能力,✓
2014,500,重庆市人和中学（重庆电机厂子弟学校）,课桌凳采购,协调能力,协调能力,✓
2014,501,重庆市人和中学（重庆电机厂子弟学校）,管弦乐器材采购,协调能力,协调能力,✓
2014,502,重庆市人和中学（重庆电机厂子弟学校）,管弦乐器材,协调能力,协调能力,✓
2014,503,高新技术产业开发区巴山小学校,学校LED灯采购,协调能力,协调能力,✓
2014,504,重庆市人和中学（重庆电机厂子弟学校）,电脑采购,协调能力,协调能力,✓
2014,505,重庆市人和中学（重庆电机厂子弟学校）,管弦乐器材采购,协调能力,协调能力,✓
2014,506,高新技术产业开发区巴山小学校,多功能室采购椅子,协调能力,协调能力,✓
2014,507,高新技术产业开发区巴山小学校,电子教室网络布线,协调能力,协调能力,✓
2014,508,高新技术产业开发区巴山小学校,台式电脑和笔记本采购,协调能力,协调能力,✓
2014,509,重庆市人和中学（重庆电机厂子弟学校）,管弦乐器材采购,协调能力,协调能力,✓
2014,510,高新技术产业开发区巴山小学校,图书及书架采购,协调能力,协调能力,✓
2014,511,高新技术产业开发区巴山小学校,科技、劳技室设备采购,协调能力,协调能力,✓
2014,512,重庆市人和中学（重庆电机厂子弟学校）,人和中学改扩建电梯合同,协调能力,协调能力,✓
2014,513,重庆市渝西中学,钢制学生上下床,协调能力,协调能力,✓
2014,514,重庆市渝西中学,重庆市政府采购购销合同,协调能力,协调能力,✓
2014,515,重庆市渝西中学,重庆市政府采购购销安装合同,协调能力,协调能力,✓
2014,516,重庆市人和中学（重庆电机厂子弟学校）,喷墨打印机采购,协调能力,协调能力,✓
2014,517,区驿都实验学校(区白市驿镇一小),货物购销合同,协调能力,协调能力,✓
2014,518,重庆市渝西中学,重庆市政府采购购销与安装合同,协调能力,协调能力,✓
2014,519,重庆市渝西中学,重庆市政府采购购销与安装合同,协调能力,协调能力,✓
2014,520,重庆市渝西中学,重庆市政府采购购销与安装合同,协调能力,协调能力,✓
2014,521,九龙坡区新凤小学校,办公室空调,协调能力,协调能力,✓
2014,522,区驿都实验学校(区白市驿镇一小),重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,523,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,524,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,525,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,526,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,527,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,528,安宁市实验学校,安宁市实验学校和平校区多媒体办公设备采购项目,协调能力,协调能力,✓
2014,529,区驿都实验学校(区白市驿镇一小),重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,530,区驿都实验学校(区白市驿镇一小),重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,531,安宁市实验学校,安宁市实验学校和平校区课桌椅、高台床及办公柜具,协调能力,协调能力,✓
2014,532,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,533,安宁市实验学校,安宁市实验学校和平校区高中探究实验仪器采购项目,协调能力,协调能力,✓
2014,534,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,535,安宁市实验学校,安宁市实验学校和平校区音体美器材用品采购项目,协调能力,协调能力,✓
2014,536,安宁市实验学校,安宁市实验学校和平校区高中通用技术仪器采购项目,协调能力,协调能力,✓
2014,537,区驿都实验学校(区白市驿镇一小),重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,538,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,539,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,540,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,541,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,542,安宁市农产品质量安全监督管理站,安宁市农产品质量安全监督管理站办公用品电子产品采购项目,合规能力,合规能力,✓
2014,543,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,544,九龙坡区共和小学,合同,协调能力,协调能力,✓
2014,545,重庆解放碑中央商务区管理委员会,采购相机,协调能力,协调能力,✓
2014,546,高台县人民法院,高台县人民法院办公用品购置,合规能力,合规能力,✓
2014,547,重庆市渝西中学,重庆市九龙坡区渝西中学校多功能室及室外背景音乐音响设备及安装项目合同,协调能力,协调能力,✓
2014,548,国家外汇管理局,技术服务合同,提取能力,提取能力,✓
2014,549,重庆市巴南区图书馆,设备采购,协调能力,协调能力,✓
2014,550,重庆市巴南区图书馆,设备采购,协调能力,协调能力,✓
2014,551,鱼洞南区学校,购销合同,协调能力,协调能力,✓
2014,552,鱼洞南区学校,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,553,鱼洞南区学校,办公家具采购合同,协调能力,协调能力,✓
2014,554,九龙坡区天宝实验学校,科技功能室活动器材（械）设施设备,协调能力,协调能力,✓
2014,555,九龙坡区天宝实验学校,美术功能室活动器材（械）设施设备,协调能力,协调能力,✓
2014,556,九龙坡区天宝实验学校,音乐功能室活动器材（械）设施设备,协调能力,协调能力,✓
2014,557,九龙坡区天宝实验学校,教学仪器设备项目,协调能力,协调能力,✓
2014,558,九龙坡区天宝实验学校,卫生功能室活动器材（械）设施设备,协调能力,协调能力,✓
2014,559,九龙坡区天宝实验学校,体育功能室活动器材（械）设施设备,协调能力,协调能力,✓
2014,560,九龙坡区天宝实验学校,劳技功能室活动器材（械）设施设备,协调能力,协调能力,✓
2014,561,九龙坡区天宝实验学校,管乐团乐器采购,协调能力,协调能力,✓
2014,562,九龙坡区天宝实验学校,管乐团乐器采购,协调能力,协调能力,✓
2014,563,九龙坡区天宝实验学校,管乐团乐器采购,协调能力,协调能力,✓
2014,564,鱼洞街道,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,565,双河中心小学,巴南区双河口镇中心小学校厕所维修工程合同,协调能力,协调能力,✓
2014,566,双河中心小学,重庆市巴南区双河口镇中心小学校校门工程施工合同,协调能力,协调能力,✓
2014,567,重庆市巴南区界石镇人民政府,重庆市政府采购购销合同,协调能力,协调能力,✓
2014,568,惠民中心小学,投影仪,协调能力,协调能力,✓
2014,569,重庆市巴南区界石镇人民政府,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,570,惠民东永小学,采购激光打印机,协调能力,协调能力,✓
2014,571,城市管理局,李家沱片区D线-龙洲湾片区雨污分流工程泵站项目合同,协调能力,协调能力,✓
2014,572,城市管理局,重庆市政府采购货物销售合同,协调能力,协调能力,✓
2014,573,李家沱小学,李家沱小学佳能数码相机采购,协调能力,协调能力,✓
2014,574,鱼洞街道,购销合同,协调能力,协调能力,✓
2014,575,巴南区固体废弃物运输有限公司,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,576,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,577,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,578,教委,教学辅导资料采购协议,协调能力,协调能力,✓
2014,579,一品初中,施工合同书,协调能力,协调能力,✓
2014,580,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,581,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,582,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,583,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,584,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,585,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,586,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,587,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,588,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,589,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,590,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,591,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,592,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,593,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,594,木洞镇,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,595,重庆市巴南职业教育中心,重庆市巴南职业教育中心学生床上用品,协调能力,协调能力,✓
2014,596,重庆市巴南职业教育中心,重庆市巴南职业教育中心空调1台,协调能力,协调能力,✓
2014,597,重庆市巴南职业教育中心,巴南职业教育中心电视机,协调能力,协调能力,✓
2014,598,重庆市巴南职业教育中心,重庆市巴南职业教育中心电脑60台,协调能力,协调能力,✓
2014,599,重庆市巴南职业教育中心,重庆市巴南职业教育中心格力空调11台,协调能力,协调能力,✓
2014,600,丰盛中心小学,丰盛小学空调采购合同,协调能力,协调能力,✓
2014,601,区文物管理所,重庆市政府采购货物购销合同（协议号：F64E2B3C03）,协调能力,协调能力,✓
2014,602,重庆市巴南区东温泉镇中心学校,塑草产品购销合同,协调能力,协调能力,✓
2014,603,重庆市巴南区南泉街道社区卫生服务中心,全自动呼吸机,协调能力,协调能力,✓
2014,604,重庆市巴南区中医院,肺功能仪,协调能力,协调能力,✓
2014,605,重庆市巴南区麻柳嘴镇卫生院,购销合同,协调能力,协调能力,✓
2014,606,重庆市巴南区麻柳嘴镇卫生院,销售合同,协调能力,协调能力,✓
2014,607,国资办,采购打印机和台式电脑、笔记本电脑,协调能力,协调能力,✓
2014,608,国资办,采购台式电脑和打印机,协调能力,协调能力,✓
2014,609,国资办,采购台式电脑,协调能力,协调能力,✓
2014,610,国资办,采购路由器,协调能力,协调能力,✓
2014,611,国资办,采购打印机壹台和台式机电脑两套,协调能力,协调能力,✓
2014,612,国资办,采购打印机和台式电脑,协调能力,协调能力,✓
2014,613,国资办,采购笔记本电脑壹台,协调能力,协调能力,✓
2014,614,国资办,采购台式电脑,协调能力,协调能力,✓
2014,615,国资办,采购服务器,协调能力,协调能力,✓
2014,616,中共山丹县委山丹县人民政府信访局,中共山丹县委山丹县人民政府信访局印刷合同,协调能力,协调能力,✓
2014,617,重庆市巴南区中医院,胰岛素输注泵,协调能力,协调能力,✓
2014,618,重庆市巴南区中医院,3M快速生物阅读仪,协调能力,协调能力,✓
2014,619,重庆市巴南区中医院,二氧化碳细胞培养箱,协调能力,协调能力,✓
2014,620,重庆市巴南区中医院,CJ-I亚低温治疗仪（电子冰帽）,协调能力,协调能力,✓
2014,621,重庆市巴南区跳石镇卫生院,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,622,重庆市巴南区中医院,德国WOLF输尿管肾镜,协调能力,协调能力,✓
2014,623,重庆市巴南区中医院,振动排痰机,协调能力,协调能力,✓
2014,624,重庆市巴南区中医院,CT保养维修协议,协调能力,协调能力,✓
2014,625,重庆市巴南区中医院,十二导联心电分析系统（CV200）,协调能力,协调能力,✓
2014,626,园林所,重庆市政府采购货物合同,协调能力,协调能力,✓
2014,627,中国民用航空华北地区空中交通管理局天津分局,民航天津空管分局程控交换机采购与安装项目合同书,协调能力,协调能力,✓
2014,628,中国民用航空华北地区空中交通管理局天津分局,中国民用航空华北地区空中交通管理局天津分局--华北空管局批复“新航管楼、塔台会议室设备”项目合同,协调能力,协调能力,✓
2014,629,青海省妇幼保健院,2016-03-00164,协调能力,协调能力,✓
2014,630,青海省妇幼保健院,2016-03-00162,协调能力,协调能力,✓
2014,631,青海省妇幼保健院,2016-03-00160,协调能力,协调能力,✓
2014,632,青海省妇幼保健院,2016-03-00161,协调能力,协调能力,✓
2014,633,水利部水利信息中心,国家地下水监测工程（水利部分）岩石监测井物探勘察合同书,提取能力,协调能力,✗
2014,634,中华人民共和国广州海事局,广州海事局综合监管系统工程项目技术开发合同,合规能力,合规能力,✓
2014,635,中华人民共和国河北海事局,河北海事局唐山船舶溢油应急设备库工程快布放围油栏采购合同,协调能力,合规能力,✗
2014,636,中华人民共和国,潜没式大型卸载泵采购合同,合规能力,协调能力,✗
2014,637,中华人民共和国河北海事局,河北海事局唐山船舶溢油应急设备库工程设备采购——起重机买卖合同,协调能力,合规能力,✗
2014,638,中华人民共和国河北海事局,河北海事局唐山船舶溢油应急设备库工程大型收油机采购合同,协调能力,合规能力,✗
2014,639,中华人民共和国河北海事局,河北海事局唐山船舶溢油应急设备库工程设备采购合同,协调能力,合规能力,✗
2014,640,中华人民共和国河北海事局,河北海事局唐山船舶溢油应急设备库工程设备采购合同——应急运输车,协调能力,合规能力,✗
2014,641,中华人民共和国河北海事局,河北海事局唐山船舶溢油应急设备库工程--中型收油机,协调能力,合规能力,✗
2014,642,中华人民共和国河北海事局,唐山船舶溢油应急设备库工程设备采购合同,协调能力,合规能力,✗
2014,643,中华人民共和国河北海事局,河北海事局唐山船舶溢油应急设备库工程设备采购合同——拖头车、拖车板,协调能力,合规能力,✗
2014,644,天津海事测绘中心,建设工程设计合同,协调能力,合规能力,✗
2014,645,青岛航标处,青岛航标处台式机批量采购,协调能力,协调能力,✓
2014,646,青岛航标处,中央单位批量集中采购简易合同,协调能力,协调能力,✓
2014,647,天津海事测绘中心,交通运输部北海航海保障中心天津海事测绘中心北方海区重点港口水文信息服务系统（一期工程)更正公告,协调能力,合规能力,✗
2014,648,水利部水利信息中心,国家地下水监测工程（水利部分）初步设计合同书,协调能力,协调能力,✓
2014,649,永川区三官殿小学,采购空调,协调能力,协调能力,✓
2014,650,交通运输部北海航海保障中心烟台航标处,莱州航标保养基地改造及装饰工程,协调能力,协调能力,✓
2014,651,中国民用航空华北地区空中交通管理局,民航华北空管生产运行中心工程工艺设备施工监理合同,协调能力,协调能力,✓
2014,652,国家能源局东北监管局,国家能源局东北监管局房屋租赁合同,协调能力,协调能力,✓
2014,653,重庆市北碚区住房和城乡建设委员会,《北碚区城市绿地系统规划》修编,协调能力,协调能力,✓
2014,654,重庆市北碚区信息中心,重庆市北碚区云政务系统功能测评服务项目,协调能力,协调能力,✓
2014,655,重庆市九龙坡区卫生健康综合行政执法支队,电脑设备采购,合规能力,合规能力,✓
2014,656,重庆市九龙坡区人民医院,多功能胃肠治疗仪,协调能力,协调能力,✓
2014,657,九龙坡区黄桷坪街道办事处,黄桷坪街道滩子口社区办公用房装修,协调能力,协调能力,✓
2014,658,重庆市九龙坡区卫生健康综合行政执法支队,公共场所创卫物资采购,合规能力,合规能力,✓
2014,659,九龙坡区医学会(区卫生培训中心),办公设备,协调能力,协调能力,✓
2014,660,重庆市工艺美术学校,教学用电脑,协调能力,协调能力,✓
2014,661,重庆市九龙坡区田坝小学校,教室防眩作业灯,协调能力,协调能力,✓
2014,662,区公共资源综合交易管理办公室,计算机及网络设备维护服务,协调能力,协调能力,✓
2014,663,重庆市人和中学,管弦乐器材,协调能力,协调能力,✓
2014,664,石柱县建设委员会机关,电梯四台和二次供水泵两台采购合同,协调能力,协调能力,✓
2014,665,涪陵区荔枝办事处,照相机采购合同,协调能力,协调能力,✓
2014,666,重庆市公安局大渡口区分局,大渡口区社会安全事件应急联动指挥系统建设项目采购合同,合规能力,合规能力,✓
2014,667,重庆市公安局大渡口区分局,电信运营商传输线路租用服务采购合同,合规能力,合规能力,✓
2014,668,重庆市巴南区国土资源管理分局,国土事务中心采购合同,提取能力,协调能力,✗
2014,669,双桥经开区人民医院,产床采购合同,协调能力,协调能力,✓
2014,670,重庆市大足区信访办公室,空调采购合同,协调能力,协调能力,✓
2014,671,重庆市大足区铁山镇人民政府,农业服务中心装修购物一批采购合同,协调能力,协调能力,✓
2014,672,包头市昆都仑区住房和城乡建设局,2014年昆区黄河社区黄河小区三、四区综合治理改造工程,协调能力,协调能力,✓
2014,673,包头市昆都仑区住房和城乡建设局,2014年昆区黄河社区黄河小区一、二区综合治理改造工程,协调能力,协调能力,✓
2014,674,包头市昆都仑区住房和城乡建设局,2014年钢铁大街以南老旧小区综合治理改造工程监理,协调能力,协调能力,✓
2014,675,汕头市潮阳第四中学,汕头市潮阳第四中学修缮工程定点议价采购合同,协调能力,协调能力,✓
2014,676,马鞍山市环境卫生管理处,马鞍山市生活垃圾焚烧发电BOT特许经营项目,协调能力,协调能力,✓
