年份,合同名称,详情链接,签订时间,发布时间,采购人,供应商,合同编号,项目编号,采购人地址,采购人联系方式,供应商地址,供应商联系方式,主要标的名称,规格型号或服务要求,主要标的数量,主要标的单价,合同金额,履约期限和地点等简要信息,采购方式,所属地域,所属行业,代理机构,合同签订日期,合同公告日期,合同金额num_万元,id,采购人_纬度,采购人_经度,采购人_省,采购人_省代码,采购人_市,采购人_市代码,采购人_县,采购人_县代码,供应商_纬度,供应商_经度,供应商_省,供应商_省代码,供应商_市,供应商_市代码,供应商_县,供应商_县代码,text,预测分类
2014,心理咨询室设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016010aa343b0bdd?contractSign=0,2014-12-31,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),重庆惠普教学设备有限公司,14A2532,14A2532,,,,,,,,,11.932000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-12-31,2014-12-31,11.932,2.372372e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,28.8642298931421,108.763650646691,重庆市,500000,重庆市,500000,酉阳土家族苗族自治县,500242,九龙坡区职业教育中心(中梁山矿务学校) 心理咨询室设备,协调能力
2014,安宁中学笔记本电脑询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd01601620c87d07cb?contractSign=0,2014-12-15,2017-12-01,安宁中学,云南金港科技有限公司,YNZZ(A1)-2014-082,YNZZ(A1)-2014-082,,,,,,,,,48.825000万元,,,云南省昆明市,计算机、软件及辅助设备批发,云南众智招标代理有限公司,2014-12-15,2014-12-15,48.825,2.372373e+06,24.9122882057438,102.470624441546,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,31.9670170280787,120.454988077738,江苏省,320000,苏州市,320500,张家港市,320582,安宁中学 安宁中学笔记本电脑询价采购项目,协调能力
2014,楼宇安防布线实训系统,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd016010c2e96e0381?contractSign=0,2014-05-26,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),浙江天煌科技实业有限公司,14A0359,14A0359,,,,,,,,,49.410000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-05-26,2014-05-26,49.41,2.372374e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5049677639214,106.507187010725,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区职业教育中心(中梁山矿务学校) 楼宇安防布线实训系统,协调能力
2014,计算机应用专业实训软件,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016010ba83910c06?contractSign=0,2014-05-21,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),广州市福思特科技有限公司,14A0440,14A0440,,,,,,,,,11.760000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-05-21,2014-05-21,11.76,2.372375e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5049677639214,106.507187010725,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区职业教育中心(中梁山矿务学校) 计算机应用专业实训软件,协调能力
2014,电子与信息技术专业教学数字化精品课程资源,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd016010d3493403ad?contractSign=0,2014-05-20,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),厦门凤凰创壹软件有限公司,14A0443,14A0443,,,,,,,,,16.950000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-05-20,2014-05-20,16.95,2.372376e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.687980019109,106.311662689309,重庆市,500000,重庆市,500000,沙坪坝区,500106,九龙坡区职业教育中心(中梁山矿务学校) 电子与信息技术专业教学数字化精品课程资源,协调能力
2014,数控设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016010c002530c14?contractSign=0,2014-05-20,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),厦门凤凰创壹软件有限公司,14A0443,14A0443,,,,,,,,,16.950000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-05-20,2014-05-20,16.95,2.372377e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.687980019109,106.311662689309,重庆市,500000,重庆市,500000,沙坪坝区,500106,九龙坡区职业教育中心(中梁山矿务学校) 数控设备,协调能力
2014,监控设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016010b2b01a0be6?contractSign=0,2014-10-30,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),重庆宇渡科技发展有限公司,14A1985,14A1985,,,,,,,,,3.800000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-10-30,2014-10-30,3.8,2.372378e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.9143454717181,107.789962673766,重庆市,500000,重庆市,500000,丰都县,500230,九龙坡区职业教育中心(中梁山矿务学校) 监控设备,协调能力
2014,五号学生宿舍二期热水系统设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016010c616350c38?contractSign=0,2014-03-28,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),重庆众晶科技有限公司,14A0005,14A0005,,,,,,,,,18.900000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-03-28,2014-03-28,18.9,2.372379e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,九龙坡区职业教育中心(中梁山矿务学校) 五号学生宿舍二期热水系统设备,协调能力
2014,会议室桌椅,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd016010c83c690385?contractSign=0,2014-03-02,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),重庆得意现代家具有限公司,14A0222,14A0222,,,,,,,,,19.495000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-03-02,2014-03-02,19.495,2.37238e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5046136886984,106.46686773172,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区职业教育中心(中梁山矿务学校) 会议室桌椅,协调能力
2014,监控设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd016010af69540351?contractSign=0,2014-11-13,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),重庆宇渡科技发展有限公司,14A2034,14A2034,,,,,,,,,8.996000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-11-13,2014-11-13,8.996,2.372381e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.9143454717181,107.789962673766,重庆市,500000,重庆市,500000,丰都县,500230,九龙坡区职业教育中心(中梁山矿务学校) 监控设备,协调能力
2014,汽车空调实训设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016010cb047b0c46?contractSign=0,2014-05-14,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),重庆韬益商贸有限责任公司,14A0353,14A0353,,,,,,,,,64.799800万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-05-14,2014-05-14,64.7998,2.372382e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.3310036070138,105.926979451504,重庆市,500000,重庆市,500000,永川区,500118,九龙坡区职业教育中心(中梁山矿务学校) 汽车空调实训设备,协调能力
2014,新能源汽车实训设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016010cd50050c4a?contractSign=0,2014-05-26,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),深圳市风向标科技有限公司,14A0352,14A0352,,,,,,,,,65.200000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-05-26,2014-05-26,65.2,2.372383e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5049677639214,106.507187010725,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区职业教育中心(中梁山矿务学校) 新能源汽车实训设备,协调能力
2014,口琴,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd016010acd749034d?contractSign=0,2014-12-07,2017-12-01,九龙坡区职业教育中心(中梁山矿务学校),重庆市领派科技有限公司,14A2522,14A2522,,,,,,,,,9.193050万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-12-07,2014-12-07,9.19305,2.372384e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,31.4049708118265,109.560394331183,重庆市,500000,重庆市,500000,巫溪县,500238,九龙坡区职业教育中心(中梁山矿务学校) 口琴,协调能力
2014,安宁市公安局视频侦查分析检索系统采购竞争性谈判项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb0160169810a310e9?contractSign=0,2014-12-02,2017-12-02,安宁市公安局,浙江捷尚视觉科技股份有限公司,YNZZ(A1)-2014-076,YNZZ(A1)-2014-076,,,,,,,,,76.000000万元,,,云南省昆明市,安全系统监控服务,云南众智招标代理有限公司,2014-12-02,2014-12-02,76.0,2.372385e+06,24.9206046908463,102.461804368914,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.8830498053191,102.831581988294,云南省,530000,昆明市,530100,呈贡区,530114,安宁市公安局 安宁市公安局视频侦查分析检索系统采购竞争性谈判项目,协调能力
2014,安宁市公安局保安服务招标（二次招标）,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd0160162e929007d5?contractSign=0,2014-12-26,2017-12-02,安宁市公安局,云南飞虎保安服务有限公司、云南卫通保安服务有限公司,YNZZ(A1)-2014-056,YNZZ(A1)-2014-056,,,,,,,,,1622.136000万元,,,云南省昆明市,安全保护服务,云南众智招标代理有限公司,2014-12-26,2014-12-26,1622.136,2.372386e+06,24.9206046908463,102.461804368914,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,27.3591215511235,103.698070810606,云南省,530000,昭通市,530600,昭阳区,530602,安宁市公安局 安宁市公安局保安服务招标（二次招标）,协调能力
2014,安宁市公安局连然派出所新办公楼增购家具询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd016016a614a10803?contractSign=0,2014-11-18,2017-12-02,安宁市公安局,昆明银泰家具制造有限公司,YNZZ（A1）-2014-069,YNZZ（A1）-2014-069,,,,,,,,,11.686000万元,,,云南省昆明市,家具制造业,云南众智招标代理有限公司,2014-11-18,2014-11-18,11.686,2.372387e+06,24.9206046908463,102.461804368914,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.9807247269821,102.760048163295,云南省,530000,昆明市,530100,官渡区,530111,安宁市公安局 安宁市公安局连然派出所新办公楼增购家具询价采购项目,协调能力
2014,安宁市公安局防护装备询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016015f3b4f010ae?contractSign=0,2014-06-23,2017-12-02,安宁市公安局,云南卫通保安服务有限公司,YNZZ(A1)-2014-024,YNZZ(A1)-2014-024,,,,,,,,,35.060000万元,,,云南省昆明市,运动防护用具制造,云南众智招标代理有限公司,2014-06-23,2014-06-23,35.06,2.372388e+06,24.9206046908463,102.461804368914,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,25.01710760728,102.740594988161,云南省,530000,昆明市,530100,官渡区,530111,安宁市公安局 安宁市公安局防护装备询价采购项目,协调能力
2014,安宁市公安局生物物证发现仪询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb0160169f28d010ee?contractSign=0,2014-12-02,2017-12-02,安宁市公安局,昆明觅踪科技有限公司,YNZZ（A1）-2014-077,YNZZ（A1）-2014-077,,,,,,,,,22.000000万元,,,云南省昆明市,专用仪器仪表制造,云南众智招标代理有限公司,2014-12-02,2014-12-02,22.0,2.372389e+06,24.9206046908463,102.461804368914,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.93556556887,102.775690616037,云南省,530000,昆明市,530100,官渡区,530111,安宁市公安局 安宁市公安局生物物证发现仪询价采购项目,协调能力
2014,安宁市安全生产监督管理服务平台建设软、硬件采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb01601672488110df?contractSign=0,2014-05-22,2017-12-02,安宁市安全生产监督管理局,南京安元科技有限公司,YNZZ(A1)-2014-002,YNZZ(A1)-2014-002,,,,,,,,,236.565800万元,,,云南省昆明市,软件开发,云南众智招标代理有限公司,2014-05-22,2014-05-22,236.5658,2.37239e+06,24.9324751412047,102.484105105709,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,25.1436499960233,102.738066558276,云南省,530000,昆明市,530100,盘龙区,530103,安宁市安全生产监督管理局 安宁市安全生产监督管理服务平台建设软、硬件采购项目,协调能力
2014,安宁市公安局涉案视频管理系统询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb0160168fbf0c10e4?contractSign=0,2014-12-02,2017-12-02,安宁市公安局,浙江捷尚视觉科技股份有限公司,YNZZ(A1)-2014-075,YNZZ(A1)-2014-075,,,,,,,,,22.000000万元,,,云南省昆明市,公共安全管理机构,云南众智招标代理有限公司,2014-12-02,2014-12-02,22.0,2.372391e+06,24.9206046908463,102.461804368914,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.8830498053191,102.831581988294,云南省,530000,昆明市,530100,呈贡区,530114,安宁市公安局 安宁市公安局涉案视频管理系统询价采购项目,协调能力
2014,安宁市食品药品监督管理局执法人员制式服装询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd0160166469e607e8?contractSign=0,2014-12-18,2017-12-02,安宁市食品药品监督管理局,湖南湘绅服饰有限公司,YNZZ(A1)-2014-081,YNZZ(A1)-2014-081,,,,,,,,,23.449600万元,,,云南省昆明市,纺织服装、服饰业,云南众智招标代理有限公司,2014-12-18,2014-12-18,23.4496,2.372392e+06,24.9324751412047,102.484105105709,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.8830498053191,102.831581988294,云南省,530000,昆明市,530100,呈贡区,530114,安宁市食品药品监督管理局 安宁市食品药品监督管理局执法人员制式服装询价采购项目,协调能力
2014,安宁市公安局办公用品采购竞争性谈判项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd016015fa55b507b7?contractSign=0,2014-06-13,2017-12-02,安宁市公安局,安宁腾翔科技有限公司,YNZZ(A1)-2014-025,YNZZ(A1)-2014-025,,,,,,,,,94.162000万元,,,云南省昆明市,文具用品批发,云南众智招标代理有限公司,2014-06-13,2014-06-13,94.162,2.372393e+06,24.9206046908463,102.461804368914,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.9221990312529,102.476532820775,云南省,530000,昆明市,530100,安宁市,530181,安宁市公安局 安宁市公安局办公用品采购竞争性谈判项目,协调能力
2014,安宁市土地增值税清算鉴证服务机构入围招标,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9600a4ddb016015dbd66210a4?contractSign=0,2014-07-28,2017-12-02,安宁市财政局,云南安信税务师事务所有限责任公司,YNZZ（A1）-2014-031,YNZZ（A1）-2014-031,,,,,,,,,0.000000万元,,,云南省昆明市,会计、审计及税务服务,云南众智招标代理有限公司,2014-07-28,2014-07-28,0.0,2.372394e+06,24.9185528381623,102.463071714052,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,30.5079119731884,103.696160140569,四川省,510000,成都市,510100,大邑县,510129,安宁市财政局 安宁市土地增值税清算鉴证服务机构入围招标,协调能力
2014,安宁中学校园广播系统设备询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd016016850b1807fe?contractSign=0,2014-12-22,2017-12-02,安宁中学,昆明松影数码科技有限公司,YNZZ（A1）-2014-083,YNZZ（A1）-2014-083,,,,,,,,,23.970000万元,,,云南省昆明市,广播,云南众智招标代理有限公司,2014-12-22,2014-12-22,23.97,2.372395e+06,24.9122882057438,102.470624441546,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.93556556887,102.775690616037,云南省,530000,昆明市,530100,官渡区,530111,安宁中学 安宁中学校园广播系统设备询价采购项目,协调能力
2014,安宁市公安局2014年电动自行车询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd0160164bd36707de?contractSign=0,2014-09-12,2017-12-02,安宁市公安局,安宁永发燃气灶具经营部,YNZZ(A1)-2014-055,YNZZ(A1)-2014-055,,,,,,,,,46.000000万元,,,云南省昆明市,摩托车及零配件批发,云南众智招标代理有限公司,2014-09-12,2014-09-12,46.0,2.372396e+06,24.9206046908463,102.461804368914,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.9221990312529,102.476532820775,云南省,530000,昆明市,530100,安宁市,530181,安宁市公安局 安宁市公安局2014年电动自行车询价采购项目,协调能力
2014,安宁市城市管理综合行政执法大队执法人员制式服装询价采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd0160167a363107f9?contractSign=0,2014-10-28,2017-12-02,安宁市城市管理综合行政执法大队,湖南湘绅服饰有限公司,YNZZ(A1)-2014-060,YNZZ(A1)-2014-060,,,,,,,,,35.656000万元,,,云南省昆明市,纺织服装、服饰业,云南众智招标代理有限公司,2014-10-28,2014-10-28,35.656,2.372397e+06,24.9073463140348,102.460166722168,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.8830498053191,102.831581988294,云南省,530000,昆明市,530100,呈贡区,530114,安宁市城市管理综合行政执法大队 安宁市城市管理综合行政执法大队执法人员制式服装询价采购项目,协调能力
2014,办公桌椅文件柜,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9601ee35201601f2408d9004a?contractSign=0,2014-08-19,2017-12-04,九龙坡区职业教育中心(中梁山矿务学校),重庆兰瑞家具有限责任公司,14A1739,14A1739,,,,,,,,,7.550000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-08-19,2014-08-19,7.55,2.372398e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.6317277467936,106.417939992595,重庆市,500000,重庆市,500000,沙坪坝区,500106,九龙坡区职业教育中心(中梁山矿务学校) 办公桌椅文件柜,协调能力
2014,重庆市购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9601ee352016020142aa3034b?contractSign=0,2014-06-30,2017-12-04,九龙坡区石板镇小学,重庆洋洋仪器设备有限公司,14A0822,14A0822,,,,,,,,,1.918300万元,,,重庆市九龙坡区,其他文化用品批发,重庆市九龙坡区交易中心,2014-06-30,2014-06-30,1.9183,2.372399e+06,29.4253757471204,106.357999540859,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区石板镇小学 重庆市购销合同,协调能力
2014,线切割,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9601ee35201601f710a4601a8?contractSign=0,2014-05-15,2017-12-04,九龙坡区职业教育中心(中梁山矿务学校),重庆英卡机电设备有限公司,13A0847,13A0847,,,,,,,,,6.000000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-05-15,2014-05-15,6.0,2.3724e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5232529975121,106.372050166714,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区职业教育中心(中梁山矿务学校) 线切割,协调能力
2014,数控车床维修平台补充,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9601ee3520160203bc96c03a0?contractSign=0,2014-05-26,2017-12-04,九龙坡区职业教育中心(中梁山矿务学校),浙江天煌科技实业有限公司,13A1065,13A1065,,,,,,,,,7.830000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-05-26,2014-05-26,7.83,2.372401e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5049677639214,106.507187010725,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区职业教育中心(中梁山矿务学校) 数控车床维修平台补充,协调能力
2014,多媒体设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9601ee35201601f47869000e2?contractSign=0,2014-03-17,2017-12-04,九龙坡区职业教育中心(中梁山矿务学校),重庆商达电脑科技有限责任公司,13A0856,13A0856,,,,,,,,,88.818000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-03-17,2014-03-17,88.818,2.372402e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.3435717278157,105.905230062317,重庆市,500000,重庆市,500000,永川区,500118,九龙坡区职业教育中心(中梁山矿务学校) 多媒体设备,协调能力
2014,重庆市政府采购货物购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd0160200ad2ce0c68?contractSign=0,2014-09-10,2017-12-04,九龙坡区石板镇小学,重庆八达电子工程有限公司,6286EB5D7E,14A1787,,,,,,,,,3.500000万元,,,重庆市九龙坡区,计算机、软件及辅助设备批发,重庆市九龙坡区交易中心,2014-09-10,2014-09-10,3.5,2.372403e+06,29.4253757471204,106.357999540859,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5066879110692,106.445501587732,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区石板镇小学 重庆市政府采购货物购销合同,协调能力
2014,男生寝室家具,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd01601f29cc1a0902?contractSign=0,2014-02-25,2017-12-04,九龙坡区职业教育中心(中梁山矿务学校),重庆市澜林教学设备有限公司,CQLL2010,CQLL2010,,,,,,,,,42.604000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-02-25,2014-02-25,42.604,2.372404e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.580945279432,106.23490501224,重庆市,500000,重庆市,500000,璧山区,500120,九龙坡区职业教育中心(中梁山矿务学校) 男生寝室家具,协调能力
2014,重庆市111中学校弱电及监控系统设备合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60202dbf0160210ca5bf03f1?contractSign=0,2014-07-29,2017-12-04,重庆市一一一中学校,重庆迅耀科技有限公司,001,14A1326,,,,,,,,,67.306300万元,,,重庆市九龙坡区,教育,重庆市九龙坡区教育发展服务中心,2014-07-29,2014-07-29,67.3063,2.372405e+06,29.5289205165062,106.475478528299,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5305954404243,106.479182673534,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆市一一一中学校 重庆市111中学校弱电及监控系统设备合同,协调能力
2014,九龙坡区实验幼儿园采购玩具合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd01601f3e6f3709b4?contractSign=0,2014-12-22,2017-12-04,九龙坡区实验幼儿园,重庆新浩兴教育咨询有限公司,合同公示11号,14A2536,,,,,,,,,8.190000万元,,,重庆市九龙坡区,玩具制造,九龙坡区实验幼儿园,2014-12-22,2014-12-22,8.19,2.372406e+06,29.507070653767,106.522519605771,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.083563592338,106.983836144499,重庆市,500000,重庆市,500000,南川区,500119,九龙坡区实验幼儿园 九龙坡区实验幼儿园采购玩具合同,协调能力
2014,干燥机、储气罐、空压机,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd01601f6b117c0abd?contractSign=0,2014-04-25,2017-12-04,九龙坡区职业教育中心(中梁山矿务学校),重庆韬益商贸有限责任公司,13A1057,13A1057,,,,,,,,,3.972700万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-04-25,2014-04-25,3.9727,2.372407e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.3310036070138,105.926979451504,重庆市,500000,重庆市,500000,永川区,500118,九龙坡区职业教育中心(中梁山矿务学校) 干燥机、储气罐、空压机,协调能力
2014,图书,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd01601f41177009c5?contractSign=0,2014-07-05,2017-12-04,九龙坡区职业教育中心(中梁山矿务学校),重庆唐朝教育服务有限公司,14A1125,14A1125,,,,,,,,,7.918000万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-07-05,2014-07-05,7.918,2.372408e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.7022170608814,107.403374535529,重庆市,500000,重庆市,500000,涪陵区,500102,九龙坡区职业教育中心(中梁山矿务学校) 图书,协调能力
2014,多媒体设备补充,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9601ee35201601f4a0a5200ea?contractSign=0,2014-04-04,2017-12-04,九龙坡区职业教育中心(中梁山矿务学校),重庆商达电脑科技有限责任公司,13A0856,13A0856,,,,,,,,,5.293100万元,,,重庆市九龙坡区,中等职业学校教育,重庆市九龙坡区交易中心,2014-04-04,2014-04-04,5.2931,2.372409e+06,29.4618137996332,106.442258304194,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.3435717278157,105.905230062317,重庆市,500000,重庆市,500000,永川区,500118,九龙坡区职业教育中心(中梁山矿务学校) 多媒体设备补充,协调能力
2014,九龙坡区实验幼儿园采购空调合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd01601f5c660a0a40?contractSign=0,2014-06-11,2017-12-04,九龙坡区实验幼儿园,重庆同联机电设备安装工程有限公司,合同公示4号,14A0777,,,,,,,,,0.458300万元,,,重庆市九龙坡区,制冷、空调设备制造,九龙坡区实验幼儿园,2014-06-11,2014-06-11,0.4583,2.37241e+06,29.507070653767,106.522519605771,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5349631925552,106.515216360261,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区实验幼儿园 九龙坡区实验幼儿园采购空调合同,协调能力
2014,重庆市购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa600f7fcd0160201b65cb0ca2?contractSign=0,2014-06-30,2017-12-04,九龙坡区石板镇小学,重庆洋洋仪器设备有限公司,14A0823,14A0823,,,,,,,,,0.675300万元,,,重庆市九龙坡区,其他文化用品批发,重庆市九龙坡区交易中心,2014-06-30,2014-06-30,0.6753,2.372411e+06,29.4253757471204,106.357999540859,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区石板镇小学 重庆市购销合同,协调能力
