年份,合同名称,主要标的名称,采购人,供应商,所属行业,合同金额num_万元,capacity_label,label_confidence,label_reason
2015,中央人民广播电台直播机房视频灯光系统采购项目,,中央人民广播电台,北京捷成世纪科技股份有限公司,文化、体育和娱乐业,226.0,coordination,0.3,默认:通用采购
2015,同江海关监管艇码头栈桥设计变更新增石材铺装、围栏工程,,中华人民共和国同江海关,重庆乾和建筑工程有限公司,建筑业,25.94,coordination,0.3,默认:通用采购
2015,山东省国家税务局升级版防伪税控系统代码工程采购,,山东省国家税务局,武汉圣伟思信息技术有限公司,信息传输、软件和信息技术服务业,8.0,extractive,0.95,采购人决定:汲取
2015,甘肃省甘谷县商务局电子商务服务中心装修工程采购项目采购合同,,甘谷县商务局,甘肃万锦装饰工程有限公司,建筑装饰和其他建筑业,97.621,coordination,0.85,关键词决定:协调
2015,岷县申都乡龙泉村沙地村整村推进所需物资采购项目合同,,岷县申都乡龙,岷县中寨供销社,复混肥料制造,0.0,coordination,0.3,默认:通用采购
2015,北郡小区前期物业服务,,合肥家天下置业有限公司,淮南东华实业（集团）有限责任公司,农、林、牧、渔业,446.1633,coordination,0.3,默认:通用采购
2015,2015年苏州市公民科学素质调查政府采购合同,,苏州市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,75.0,coordination,0.3,默认:通用采购
2015,合肥市救助管理站政府购买服务岗位,,合肥市救助管理站,合肥市慧涵园林绿化工程有限公司,农、林、牧、渔业,15.385793,coordination,0.3,默认:通用采购
2015,中央单位批量集中采购简易合同,,国土资源部信息中心,同方股份有限公司,科学研究和技术服务业,9.82,coordination,0.3,默认:通用采购
2015,安徽省委党校中央空调维保,,中共安徽省委党校,安徽省东裕制冷科技有限公司,农、林、牧、渔业,8.0,coordination,0.3,默认:通用采购
2015,GDD-TDIP直流激电测量系统,,中国地质调查局发展研究中心,北京桔灯地球物理勘探有限公司,其他采矿业,925900.0,coordination,0.3,默认:通用采购
2015,中央人民广播电台直播机房视频灯光系统采购项目,,中央人民广播电台,北京捷成世纪科技股份有限公司,文化、体育和娱乐业,311.658,coordination,0.3,默认:通用采购
2015,肃南裕固族自治县祁丰藏族乡人民政府采购合同（二包）,,肃南裕固族自治县祁丰藏族乡人民政府,肃州区森泰煤场,公共管理、社会保障和社会组织,0.0,coordination,0.3,默认:通用采购
2015,2015年安徽省公民科学素质调查政府采购合同,,安徽省科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,288.0,coordination,0.3,默认:通用采购
2015,高台县万达鸿德牧草专业合作社2015年高产优质苜蓿示范建设项目（一包）,,高台县万达鸿德牧草专业合作社,高台县运丰种子农药经营部,农、林、牧、渔业,0.0,coordination,0.3,默认:通用采购
2015,正宁县公安局看守所智能升级改造设备采购项目合同,,正宁县公安局,庆阳凌锐电子科技工程有限公司,信息系统集成服务,0.0,compliance,0.95,采购人决定:合规
2015,金关二期监控指挥中心单兵系统集成项目采购合同（VPN设备增补）,,海关总署物资装备采购中心,北京同天科技有限公司,信息传输、软件和信息技术服务业,6.84,coordination,0.3,默认:通用采购
2015,陇西县妇幼保健院病床等医疗设备采购项目第三包,,陇西县妇幼保健院,兰州新昊源电子科技有限公司,妇幼保健院（所、站）,90.1,compliance,0.85,关键词决定:合规
2015,2015年淮安市公民科学素质调查政府采购合同,,淮安市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,甘肃省省直机关事业单位国有资产及办公用房管理信息系统项目（一期）政府采购合同,,甘肃省机关事务管理局,北京用友政务软件有限公司,信息传输、软件和信息技术服务业,289.9,coordination,0.3,默认:通用采购
2015,安徽省水上运动管理中心赛艇皮划艇专项器材第2包,,安徽省水上运动管理中心,上海培生船艇有限公司,农、林、牧、渔业,29.9595,coordination,0.3,默认:通用采购
2015,合肥市第七中学物业管理,,合肥市第七中学,安徽新亚物业管理发展有限公司,农、林、牧、渔业,100.383048,compliance,0.95,采购人决定:合规
2015,2015年宿迁市公民科学素质调查政府采购合同,,宿迁市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,安徽中医药大学图书资料采购第13包：ScienceDirect全文数据库,,安徽中医药大学,中国教育图书进出口有限公司,农、林、牧、渔业,24.45,compliance,0.95,采购人决定:合规
2015,安徽医科大学教学科研设备采购第1包,,安徽医科大学,安徽省新安国际贸易有限公司,农、林、牧、渔业,116.367,compliance,0.95,采购人决定:合规
2015,计算机实训室设备采购销售合同,,无供应商,贵州宏网远辉科技有限公司,计算机、通信和其他电子设备制造业,49.27,compliance,0.85,关键词决定:合规
2015,渭源县祁家庙乡太阳能路灯供货合同,,渭源县祁家庙乡人民政府,高邮市灯具厂,综合事务管理机构,11.64,coordination,0.3,默认:通用采购
2015,金关二期信息安全产品（一）SSL安全网关采购合同,,海关总署物资装备采购中心,北京金讯恒通科技有限公司,信息传输、软件和信息技术服务业,144.85,coordination,0.3,默认:通用采购
2015,安徽水利水电职业技术学院继续教育学院专用机房更新改造,,安徽水利水电职业技术学院,安徽扬启电子科技有限公司,农、林、牧、渔业,22.0,compliance,0.95,采购人决定:合规
2015,兰临高速公路收费管理所冬季取暖用煤政府采购项目合同,,兰临高速公路收费管理所,甘肃德胜凯商贸有限公司,采矿业,23.8,coordination,0.3,默认:通用采购
2015,康县农业综合开发办公室林业措施苗木及栽植采购项目,,康县农业综合开发办公室,康县万通苗木种植有限责任公司,农、林、牧、渔业,538100.0,coordination,0.3,默认:通用采购
2015,滁州学院教学设备采购第1包：遥感类设备,,滁州学院,合肥汇联电子有限公司,农、林、牧、渔业,56.98,compliance,0.95,采购人决定:合规
2015,合肥市民政局减灾救灾中心及仓库物业管理,,合肥市民政局,安徽新亚物业管理发展有限公司,农、林、牧、渔业,58.68682,coordination,0.3,默认:通用采购
2015,2015年扬州市公民科学素质调查政府采购合同,,扬州市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,2015年无锡市公民科学素质调查政府采购合同,,无锡市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,靖远县委组织部大组工网分级保护改造项目,,靖远县委组织部,靖远陇原腾飞网络科技有限公司,批发和零售业,17.12,coordination,0.3,默认:通用采购
2015,包河区泰山路、当涂支路等13条支路网路灯采购第3包,,合肥市包河区重点工程建设管理局,浙江曙光灯具有限公司,农、林、牧、渔业,56.9338,coordination,0.3,默认:通用采购
2015,黄河黑山峡河段开发水库淹没及移民安置方案研究,,黄河水利委员会移民局,黄河勘测规划设计有限公司,水利、环境和公共设施管理业,1553.0,coordination,0.9,行业决定:协调
2015,滁州学院教学设备采购第3包：电气工程及其自动化专业实验设备,,滁州学院,合肥汇联电子有限公司,农、林、牧、渔业,199.5,compliance,0.95,采购人决定:合规
2015,安徽省地方税务局金税三期工程特色软件改造（一）,,安徽省地方税务局,神州数码信息系统有限公司,农、林、牧、渔业,276.0,extractive,0.95,采购人决定:汲取
2015,多功能一体机、移动硬盘、U盘网上竞价采购合同,,海关总署物资装备采购中心,北京长得瑞华电子技术有限公司,信息传输、软件和信息技术服务业,57.915,coordination,0.3,默认:通用采购
2015,中央单位批量集中采购简易合同,,国土资源部信息中心,同方股份有限公司,科学研究和技术服务业,17.48,coordination,0.3,默认:通用采购
2015,海关总署2015年金关工程二期应用项目第三方软件测试服务采购项目03包海关金关工程二期核心业务及应用支撑类项目第三方软件测试服务合同,,海关总署物资装备采购中心,国家信息中心,信息传输、软件和信息技术服务业,199.44,coordination,0.3,默认:通用采购
2015,十三届国际农交会安徽展区展厅搭建第1包,,安徽省农业委员会,安徽麦金利文化旅游有限公司,农、林、牧、渔业,24.0,coordination,0.3,默认:通用采购
2015,张掖市肃南县政府信息中心政务服务网（政务专网）建设,,肃南裕固族自治县人民政府办公室,张掖市弘升电子技术有限责任公司,国家机构,0.0,coordination,0.3,默认:通用采购
2015,合肥市瑶海区区直机关公务车辆维修定点单位第1包,,合肥市瑶海区机关行政事务管理局,合肥皖友汽车服务有限公司,农、林、牧、渔业,0.0,coordination,0.3,默认:通用采购
2015,2015年广州市公民科学素质调查政府采购合同,,广州市科学技术协会,中国科普研究所和拓索市场咨询（北京）有限公司,科技中介服务,45.0,coordination,0.3,默认:通用采购
2015,酒泉市肃州区铧尖乡小沙渠村文化广场建设项目,,酒泉市肃州区铧尖乡人民政府,酒泉果园建筑工程公司,土木工程建筑业,33.8,coordination,0.9,行业决定:协调
2015,哈尔滨经济技术开发区管理委员会视频会议系统建设项目,,哈尔滨经济技术开发区管理委员会,吉林卓朗科技有限公司,软件开发,,coordination,0.3,默认:通用采购
2015,金关工程二期信息安全产品（四）采购合同（入侵检测设备）,,海关总署物资装备采购中心,北京启明星辰信息安全技术有限公司,信息传输、软件和信息技术服务业,795.93,coordination,0.3,默认:通用采购
2015,金关工程二期安全产品（五）客户端管理系统采购合同（01包）,,海关总署物资装备采购中心,北京奇虎科技有限公司,信息传输、软件和信息技术服务业,207.96,coordination,0.3,默认:通用采购
2015,高台县万达鸿德牧草专业合作社2015年高产优质苜蓿示范建设项目（二包）,,高台县万达鸿德牧草专业合作社,高台水利水电建筑工程有限责任公司,农、林、牧、渔业,0.0,coordination,0.3,默认:通用采购
2015,金关工程二期网络安全信息安全产品三采购合同（03包节点加固系统）,,海关总署物资装备采购中心,北京中软华泰信息技术有限责任公司,信息传输、软件和信息技术服务业,95.2,coordination,0.3,默认:通用采购
2015,中共甘肃省委党校能耗监测系统项目合同,,中共甘肃省委党校,中国建筑技术集团有限公司,科学研究和技术服务业,122.6,coordination,0.3,默认:通用采购
2015,2015年攀枝花市公民科学素质调查政府采购合同,,攀枝花市科学技术协会,中国科普研究所和重庆立信市场研究有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,安徽省人民政府外事办公室服务器和网络设备,,安徽省人民政府外事办公室,安徽商信信息技术有限公司,农、林、牧、渔业,53.8,coordination,0.3,默认:通用采购
2015,滁州学院提升计划网络系统及教学设备第4包,,滁州学院,安徽万世博雅文化艺术发展有限公司,农、林、牧、渔业,84.7239,compliance,0.95,采购人决定:合规
2015,大吨位持久试验机,,中国特种设备检测研究院,长春机械科学研究院有限公司,制造业,54.46,coordination,0.3,默认:通用采购
2015,省无线电监控中心机房改造工程,,安徽省经济和信息化委员会,安徽凯扬建筑装饰工程有限公司,农、林、牧、渔业,69.78534,coordination,0.3,默认:通用采购
2015,安徽省机动车驾驶员培训结业证和记录表印刷,,安徽省道路运输管理局,安徽省交通印刷有限公司,农、林、牧、渔业,17.75,coordination,0.3,默认:通用采购
2015,安徽省第二届“江淮杯”工业设计大赛项目策划设计制作,,安徽省经济和信息化委员会,安徽麦金利文化旅游有限公司,农、林、牧、渔业,50.78,coordination,0.3,默认:通用采购
2015,黄河黑山峡河段1:2000地类地形图测绘,,黄河水利委员会移民局,黄河勘测规划设计有限公司,水利、环境和公共设施管理业,1820.0,coordination,0.9,行业决定:协调
2015,长管拖车钢瓶专用磁粉检测设备,,中国特种设备检测研究院,江苏赛福探伤设备制造有限公司,制造业,83.2,coordination,0.3,默认:通用采购
2015,2015年镇江市公民科学素质调查政府采购合同,,镇江市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,2015年长春市公民科学素质调查政府采购合同,,长春市科学技术协会,中国科普研究所和拓索市场咨询（北京）有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,甘肃林业职业技术学院森林资源保护与游憩类专业实训基地设备采购项目购销合同,,甘肃林业职业技术学院,甘肃雨生电子科技有限公司,教育,143.6,compliance,0.95,采购人决定:合规
2015,海关总署2015年金关工程二期相关系统软件(一)采购项目(03包),,海关总署物资装备采购中心,北京书生电子技术有限公司,信息传输、软件和信息技术服务业,116.55,coordination,0.3,默认:通用采购
2015,2015年贵州省公民科学素质调查政府采购合同,,贵州省科学技术协会,中国科普研究所和重庆立信市场研究有限公司,科技中介服务,162.0,coordination,0.3,默认:通用采购
2015,2014-2016年冬季退役士兵职业技能培训服务第1包,,合肥市民政局,安徽轻工业技师学院,农、林、牧、渔业,30.0,coordination,0.3,默认:通用采购
2015,2015年南宁市公民科学素质调查政府采购合同,,南宁市科学技术协会,中国科普研究所和重庆立信市场研究有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,合肥市妇幼保健院高档彩色多普勒超声仪采购,,合肥市妇幼保健院,上海合星商贸有限公司,农、林、牧、渔业,177.7,coordination,0.3,默认:通用采购
2015,敦煌研究院壁画保护材料检测分析仪器设备采购项目供货合同,,敦煌研究院,成都熙典国际贸易有限公司,公共管理、社会保障和社会组织,63.0,coordination,0.3,默认:通用采购
2015,酒泉市国土资源局城市建设用地节约集约利用评价采购项目,,酒泉市国土资源局,广东中地土地房地产评估与规划设计有限公司,其他房地产业,160.0,extractive,0.95,采购人决定:汲取
2015,2014-2016年冬季退役士兵职业技能培训服务第3包,,合肥市民政局,安徽轻工业技师学院,农、林、牧、渔业,30.0,coordination,0.3,默认:通用采购
2015,安徽商贸职业技术学院信息网络建设软件及设备采购第1包,,安徽商贸职业技术学院,深圳国泰安教育技术股份有限公司,农、林、牧、渔业,50.9,compliance,0.95,采购人决定:合规
2015,瑶海区龙腾家园公租房、瑶海区都市科技园公租房、蜀山新产业园公租房二期太阳能采购,,合肥市重点工程建设管理局,山东力诺瑞特新能源有限公司,农、林、牧、渔业,1098.27252,coordination,0.3,默认:通用采购
2015,商品购销安装合同,,西藏自治区税务干部学校,西藏林芝步步高商贸有限公司,其他综合零售,1.9,compliance,0.95,采购人决定:合规
2015,安徽省水上运动管理中心皮划艇、赛艇器材采购第2包,,安徽省水上运动管理中心,上海培生船艇有限公司,农、林、牧、渔业,25.65,coordination,0.3,默认:通用采购
2015,2015年盐城市公民科学素质调查政府采购合同,,盐城市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,淮北师范大学2015提升计划及振兴计划设备采购第19包,,淮北师范大学,合肥同为网络科技有限公司,农、林、牧、渔业,180.15,compliance,0.95,采购人决定:合规
2015,金关工程二期企业信用项目群及海关统一门户系统采购项目（02包企业信用信息管理子系统）,,海关总署物资装备采购中心,埃森哲（中国）有限公司,信息传输、软件和信息技术服务业,286.0,coordination,0.3,默认:通用采购
2015,包河区泰山路、当涂支路等13条支路网路灯采购第2包,,合肥市包河区重点工程建设管理局,浙江曙光灯具有限公司,农、林、牧、渔业,192.331,coordination,0.3,默认:通用采购
2015,中央人民广播电台直播机房视频灯光系统采购项目,,中央人民广播电台,北京北方安恒利数码技术有限公司,文化、体育和娱乐业,122.88,coordination,0.3,默认:通用采购
2015,肃南裕固族自治县民族博物馆馆藏珍贵文物预防性保护设备采购项目政府采购合同,,肃南裕固族自治县民族博物馆,广州市保艺文化传播有限公司,文化、体育和娱乐业,0.0,coordination,0.3,默认:通用采购
2015,2015年金关工程二期信息安全产品四采购合同（数据采集分发设备）,,海关总署物资装备采购中心,成都数维通信技术有限公司,信息传输、软件和信息技术服务业,297.12739,coordination,0.3,默认:通用采购
2015,酒泉市中级人民法院诉讼服务中心维修改造项目（1包）,,酒泉市中级人民法院,兰州中联创科电子科技有限公司,建筑装饰和其他建筑业,12.8,compliance,0.95,采购人决定:合规
2015,海关总署2015年信息安全等级保护测评及风险评估服务采购项目合同,,海关总署物资装备采购中心,公安部第三研究所,信息传输、软件和信息技术服务业,165.0,coordination,0.3,默认:通用采购
2015,海关总署2015年金关工程二期相关系统软件采购项目01包语音转写应用,,海关总署物资装备采购中心,杭州江姿清汶科技有限公司,信息传输、软件和信息技术服务业,186.0,coordination,0.3,默认:通用采购
2015,2015年泰州市公民科学素质调查政府采购合同,,泰州市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,运行核电厂PSA始发事件数据库开发合同；应用于AP1000核电厂的基于先兆分析的事件评价数据库开发合同,,环境保护部核与辐射安全中心,苏州热工研究院有限公司；上海核工程研究设计院,其他未列明专业技术服务业,199.0,coordination,0.3,默认:通用采购
2015,合肥市第二人民医院软硬件设备采购（第1包：管理软件）,,合肥市第二人民医院,上海金仕达卫宁软件股份有限公司,农、林、牧、渔业,159.5,compliance,0.95,采购人决定:合规
2015,2015年连云港市公民科学素质调查政府采购合同,,连云港市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,陇西县妇幼保健院病床等医疗设备采购项目第一包,,陇西县妇幼保健院,江西吉程商贸有限公司,卫生材料及医药用品制造,70.29,compliance,0.9,行业决定:合规
2015,白银市人民检察院室外配套设施维修改造项目建设合同,,白银市人民检察院,甘肃三立工程建设有限公司,房屋建筑业,0.0,compliance,0.95,采购人决定:合规
2015,安徽省财政厅惠农补贴发放信息查询平台,,安徽省财政厅,安徽爱普科技有限公司,农、林、牧、渔业,7.75,extractive,0.95,采购人决定:汲取
2015,合肥师范学院2015年振兴计划专用设备采购第3包,,合肥师范学院,合肥盛夏教育科技有限公司,农、林、牧、渔业,13.5213,compliance,0.95,采购人决定:合规
2015,岷县食用菌标准化生产示范基地建设菌种采购项目合同,,岷县瑞琪食用菌种植农民专业合作社,岷县红太阳食用菌种植农民专业合作社,食用菌种植,0.0,coordination,0.3,默认:通用采购
2015,甘肃地税异地数据灾备中心机房施工项目合同,,甘肃省地方税务局,西安华西信息智能工程有限公司,建筑业,738.6483,extractive,0.95,采购人决定:汲取
2015,渭源县中西医结合医院2015年度冬季取暖用煤供货合同,,渭源县中西医结合医院,甘肃晟林商贸有限责任公司,中西医结合医院,24.45,compliance,0.95,采购人决定:合规
2015,金关工程二期信息安全产品三采购合同（天融信网络防火墙）,,海关总署物资装备采购中心,北京天融信网络安全技术有限公司,信息传输、软件和信息技术服务业,2006.3,coordination,0.3,默认:通用采购
2015,中央单位批量集中采购简易合同,,国家统计局吕梁调查队,联想（北京）有限公司,国家机构,2.535,coordination,0.3,默认:通用采购
2015,2015第064号编辑出版实验室装修改造,,中国传媒大学,北京中视天成建筑装饰工程有限公司,建筑业,26.2,compliance,0.95,采购人决定:合规
2015,安徽省水上运动管理中心皮划艇、赛艇器材采购第3包,,安徽省水上运动管理中心,上海培生船艇有限公司,农、林、牧、渔业,41.4,coordination,0.3,默认:通用采购
2015,山丹县公安局交通警察大队城区道路标志牌、标线、隔离护栏及隔离桩工程项目,,山丹县公安局交通警察大队,甘肃康道交通设施有限责任公司,公共管理、社会保障和社会组织,0.0,compliance,0.95,采购人决定:合规
2015,黄河黑山峡河段开发功能定位论证,,黄河水利委员会移民局,黄河勘测规划设计有限公司,水利、环境和公共设施管理业,1200.0,coordination,0.9,行业决定:协调
2015,金关工程二期建设项目合同书,,海关总署物资装备采购中心,北京真视通科技股份有限公司,信息传输、软件和信息技术服务业,2418.768,coordination,0.3,默认:通用采购
2015,甘肃省体育工作第二大队全民健身综合馆游泳馆活动看台项目采购合同,,甘肃省体育工作第二大队,山东世纪星文体器材有限公司,文化、体育和娱乐业,29.528,coordination,0.3,默认:通用采购
2015,肃南裕固族自治县祁丰藏族乡人民政府采购合同（一包）,,肃南裕固族自治县祁丰藏族乡人民政府,宁夏金润恒通实业有限公司,公共管理、社会保障和社会组织,0.0,coordination,0.3,默认:通用采购
2015,空调维保和维修服务,,南京森林警察学院,江苏星联空调技术有限公司,农、林、牧、渔业,1.8,compliance,0.95,采购人决定:合规
2015,同江海关监管艇码头围墙、大门二期工程,,中华人民共和国同江海关,同江市万基建筑工程有限公司,建筑业,88.59,coordination,0.3,默认:通用采购
2015,青海省国家税务局2016年纳税申报资料印制竞争性谈判采购（第二次）项目合同,,青海省国家税务局,西宁好利彩印包装厂,制造业,33.7,extractive,0.95,采购人决定:汲取
2015,金关工程二期应用开发项目合同书,,海关总署物资装备采购中心,沈阳东软系统集成工程有限公司,信息传输、软件和信息技术服务业,1628.6,coordination,0.3,默认:通用采购
2015,海关总署2015年金关工程二期相关系统软件(一)采购项目（05包）,,海关总署物资装备采购中心,长城计算机软件与系统有限公司,信息传输、软件和信息技术服务业,394.8613,coordination,0.3,默认:通用采购
2015,兰州资源环境职业技术学院食堂设备节能改造政府采购项目合同,,兰州资源环境职业技术学院,深圳市大能节能技术有限公司,教育,86.5,compliance,0.95,采购人决定:合规
2015,包河区泰山路、当涂支路等13条支路网路灯采购第1包,,合肥市包河区重点工程建设管理局,浙江宏源灯具有限公司,农、林、牧、渔业,180.9704,coordination,0.3,默认:通用采购
2015,安徽省公安厅制证中心装饰改造、机房统建及设备采购第2包,,安徽省公安厅居民身份证制作中心,安徽省迪克信息工程有限公司,农、林、牧、渔业,435.749247,coordination,0.3,默认:通用采购
2015,省测绘局基础测绘国情监测软件及专用设备采购第2包,,安徽省测绘局,武汉汉达瑞科技有限公司,农、林、牧、渔业,9.9,coordination,0.3,默认:通用采购
2015,2015年青岛市公民科学素质调查政府采购合同,,青岛市科学技术协会,中国科普研究所和重庆立信市场研究有限公司,科技中介服务,30.0,coordination,0.3,默认:通用采购
2015,合肥一中配电房、消防系统改造和教学楼工程监理,,合肥市重点工程建设管理局,安徽省恒信工程管理有限公司,农、林、牧、渔业,32.12,coordination,0.3,默认:通用采购
2015,安徽工程大学学生宿舍组团式改造方案设计,,安徽工程大学,中铁时代建筑设计院有限公司,农、林、牧、渔业,47.8,compliance,0.95,采购人决定:合规
2015,陇西县妇幼保健院病床等医疗设备采购项目第二包,,陇西县妇幼保健院,兰州奕天顺成科贸有限公司,妇幼保健院（所、站）,149.0,compliance,0.85,关键词决定:合规
2015,2015年常州市公民科学素质调查政府采购合同,,常州市科学技术协会,中国科普研究所和安徽经典市场调查咨询有限公司,科技中介服务,18.0,coordination,0.3,默认:通用采购
2015,2015年河南省公民科学素质调查政府采购合同,,河南省科学技术协会,中国科普研究所和河南强视市场研究有限公司,科技中介服务,135.0,coordination,0.3,默认:通用采购
2015,酒泉市人民防空办公室综合训练基地（体育场）施工用电、施工安装采购项目,,酒泉市人民防空办公室,甘肃长盛电力工程有限公司,电力、热力生产和供应业,14.5,coordination,0.85,关键词决定:协调
2015,技术服务合同书,,中国纤维检验局,河北省纤维检验局,农、林、牧、渔业,515.0,coordination,0.3,默认:通用采购
2015,全省干部个人有关事项查核平台建设,,中共安徽省委组织部,南威软件股份有限公司,农、林、牧、渔业,50.7,coordination,0.3,默认:通用采购
2015,酒泉市金塔县国土资源局电子政务软硬件采购项目,,酒泉市金塔县采购办,酒泉市华升商贸有限责任公司、甘肃三杰软件科技有限公...,互联网和相关服务,94.2,coordination,0.85,关键词决定:协调
2015,2015年电视机采购合同,,浙江省浦江县国家税务局,浦江恒大电器有限公司,其他综合零售,2.5398,extractive,0.95,采购人决定:汲取
2015,2015年重庆市公民科学素质调查政府采购合同,,重庆市科学技术协会,中国科普研究所和重庆立信市场研究有限公司,科技中介服务,90.0,coordination,0.3,默认:通用采购
2015,海关总署2015年金关工程二期相关系统软件采购(一)重新招标项目02包应用性能管理工具合同,,海关总署物资装备采购中心,北京宝利信通科技有限公司,信息传输、软件和信息技术服务业,112.3974,coordination,0.3,默认:通用采购
2015,安徽省公安厅制证中心配电房及变压器设备采购及安装,,安徽省公安厅,合肥市金工安装工程有限公司,农、林、牧、渔业,332.309066,coordination,0.3,默认:通用采购
2015,肃南裕固族自治县县乡公路管理站机械设备采购项目政府采购合同,,肃南裕固族自治县县乡公路管理站,徐工集团工程机械股份有限公司,交通运输、仓储和邮政业,0.0,coordination,0.3,默认:通用采购
2015,海关总署2015年金关工程二期企业信用项目群调查、管理、绩效子系统及海关统一门户系统采购项目（04包）海关统一门户系统采购项目合同书,,海关总署物资装备采购中心,四川中电启明星信息技术有限公司,信息传输、软件和信息技术服务业,866.93,coordination,0.3,默认:通用采购
2015,甘肃省质量技术监督局12365举报处置指挥中心平台建设项目政府采购合同,,甘肃省质量技术监督宣传信息中心,北京真视通科技股份有限公司,信息传输、软件和信息技术服务业,115.498,coordination,0.3,默认:通用采购
2015,安徽省长江计量所中试车间建设第1包,,安徽省长江计量所,福建省长鸿建筑工程有限公司,农、林、牧、渔业,105.40413,coordination,0.3,默认:通用采购
2015,2014-2016年冬季退役士兵职业技能培训服务第2包,,合肥市民政局,安徽轻工业技师学院,农、林、牧、渔业,30.0,coordination,0.3,默认:通用采购
2015,同江海关监管艇码头设计变更新增围墙、大门、门卫室二期工程,,中华人民共和国同江海关,同江市万基建筑工程有限公司,建筑业,25.75,coordination,0.3,默认:通用采购
2015,2015年关保司采购施封锁项目合同,,海关总署物资装备采购中心,耀兴施封锁（沈阳）有限公司,专业技术服务业,560.0,coordination,0.3,默认:通用采购
2015,金关工程二期企业信用项目群及海关统一门户系统采购项目(01包),,海关总署物资装备采购中心,朗新科技股份有限公司,信息传输、软件和信息技术服务业,652.0,coordination,0.3,默认:通用采购
2015,海关总署2015年金关工程二期应用项目第三方软件测试服务采购项目01包海关金关工程二期对外服务类及各地方海关承办项目第三方软件测试服务合同,,海关总署物资装备采购中心,全国海关信息中心,信息传输、软件和信息技术服务业,379.0,coordination,0.3,默认:通用采购
2015,合肥市对外劳务合作服务中心岗位购买服务,,合肥市商务局,安徽华瑞人力资源有限公司,农、林、牧、渔业,44.257237,coordination,0.3,默认:通用采购
2015,2015年宁夏回族自治区五市公民科学素质调查政府采购合同,,宁夏回族自治区科学技术协会,中国科普研究所和重庆立信市场研究有限公司,科技中介服务,90.0,coordination,0.3,默认:通用采购
2015,山东省国家税务局考核评测系统升级改造项目,,山东省国家税务局,日照山川电子信息技术有限公司,信息传输、软件和信息技术服务业,24.9,extractive,0.95,采购人决定:汲取
2015,合肥师范学院2015年振兴计划专用设备采购第18包,,合肥师范学院,安徽智飞教育装备有限公司,农、林、牧、渔业,34.98,compliance,0.95,采购人决定:合规
2015,安徽中澳科技职业学院学生公寓房间智能门锁采购,,安徽中澳科技职业学院,安徽欧超智能科技有限公司,农、林、牧、渔业,11.58,compliance,0.95,采购人决定:合规
2015,合肥经开区高刘社区环境提升工程监理,,合肥经济技术开发区高刘社区管理委员会,江西省建设监理有限公司,农、林、牧、渔业,0.2362,coordination,0.3,默认:通用采购
2015,财政涉企项目资金管理信息系统2015年升级维护,,安徽省财政厅,合肥信息技术服务有限公司,农、林、牧、渔业,93.0,extractive,0.95,采购人决定:汲取
2015,安徽大学化学仪器设备等采购第7包：基质辅助激光解吸附电离-飞行时间质谱仪维修与全面保修,,安徽大学,布鲁克（北京）科技有限公司,农、林、牧、渔业,37.9,compliance,0.95,采购人决定:合规
2015,安徽商贸职业技术学院设备采购第3包,,安徽商贸职业技术学院,安徽韵视智能科技有限公司,农、林、牧、渔业,78.977,compliance,0.95,采购人决定:合规
2015,兰州理工大学2016年中文图书、中文期刊供应商资格政府采购项目合同,,兰州理工大学,甘肃千家文化科技有限责任公司,教育,0.79,compliance,0.95,采购人决定:合规
2015,嘉峪关市酒钢三中标识牌及校园文化建设供货合同书,,嘉峪关市酒钢三中,张掖市思烨文化传媒有限责任公司,其他文化艺术业,61.0932,coordination,0.3,默认:通用采购
2015,合肥城建琥珀庄园监理,,合肥城建发展股份有限公司,合肥市工程建设监理有限公司,农、林、牧、渔业,205.92,coordination,0.3,默认:通用采购
2015,安徽省人民政府办公厅医疗器械采购,,安徽省人民政府办公厅,合肥美高仪电子有限公司,农、林、牧、渔业,12.8,compliance,0.85,关键词决定:合规
